Filename,TLC/D,ALCL, numsyl, avgchar,awl,sentences,wordtypes,swordtypes,lextypes,slextypes,wordtokens,swordtokens,lextokens,slextokens,ld,ls1,ls2,vs1,vs2,cvs1,ndw,ndwz,ndwerz,ndwesz,ttr,msttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,class_y
161.txt,13,5,1.53,4.58,0,23,106,48,78,47,222,98,150,96,0.68,0.64,0.45,0.54,10.31,2.27,106,33,36.7,36.3,0.48,0.71,5.03,7.11,0.86,17.15,0.52,0.71,17.86,2.99,0.17,0.42,0.07,0.01,0.08,222,23,30,24,20,4,3,3,22,9.6522,11.1,9.25,1.0435,1.5,1.2,0.1667,0.2,0.8696,0.15,0.15,0.125,1.1,0.9167,1
439.txt,13,3,1.37,4.22,0.0647,16,76,28,53,28,147,36,73,36,0.5,0.49,0.37,0.2,0.8,0.63,76,34,33.6,34.9,0.52,0.68,4.43,6.27,0.87,16.4,0.73,0.65,8.45,2.06,0.18,0.75,0.1,0,0.1,147,16,22,15,17,2,2,3,8,9.1875,8.6471,9.8,0.9375,1.2941,0.8824,0.1333,0.1176,1.0625,0.1176,0.1765,0.2,0.4706,0.5333,1
57.txt,7,3,1.39,4.36,0,7,52,18,38,17,79,22,44,20,0.56,0.45,0.35,0.57,4.57,1.51,52,38,35.8,33.4,0.66,0.76,4.14,5.85,0.9,19.83,0.86,1,14,2.65,0.32,0.78,0.05,0.02,0.07,79,7,12,8,7,1,1,2,9,11.2857,11.2857,9.875,1.1429,1.7143,1.1429,0.125,0.1429,1,0.1429,0.2857,0.25,1.2857,1.125,1
110.txt,25,2,1.36,4.22,0.0647,27,105,50,80,50,212,80,135,80,0.64,0.59,0.48,0.17,0.86,0.66,105,28,38.6,37.4,0.5,0.72,5.1,7.21,0.87,17.74,0.59,0.38,4.17,1.44,0.08,0.68,0.13,0.01,0.14,212,27,28,28,28,0,0,7,21,7.8519,7.5714,7.5714,1.037,1,1,0,0,1.037,0,0.25,0.25,0.75,0.75,1
84.txt,42,5,1.44,4.63,0.0521,39,216,84,149,79,507,155,269,146,0.53,0.54,0.39,0.29,7.27,1.91,216,42,41.2,39.4,0.43,0.78,6.78,9.59,0.86,19.75,0.55,0.57,27.92,3.74,0.18,0.53,0.05,0.01,0.06,502,39,79,55,38,16,13,16,49,12.8718,13.2105,9.1273,1.4103,2.0789,1.4474,0.2909,0.4211,0.9744,0.3421,0.4211,0.2909,1.2895,0.8909,1
277.txt,3,2,1.97,5.63,0,5,30,13,20,13,37,14,22,14,0.59,0.64,0.43,0.67,2.67,1.15,30,30,30,30,0.81,0.81,3.49,4.93,0.94,27,0.91,1,6,1.73,0.27,0.87,0.05,0,0.05,37,5,7,7,5,2,2,1,4,7.4,7.4,5.2857,1.4,1.4,1.4,0.2857,0.4,1,0.4,0.2,0.1429,0.8,0.5714,1
378.txt,13,2,1.44,4.42,0.053,14,101,45,72,45,145,65,92,65,0.63,0.71,0.45,0.5,6.5,1.8,101,41,42.4,40.7,0.7,0.84,5.93,8.39,0.93,29.75,0.78,0.73,13.88,2.63,0.21,0.75,0.1,0.04,0.14,145,14,23,19,14,3,3,2,19,10.3571,10.3571,7.6316,1.3571,1.6429,1.3571,0.1579,0.2143,1,0.2143,0.1429,0.1053,1.3571,1,1
237.txt,2,2,1.54,4.84,0,4,31,11,21,11,39,11,23,11,0.59,0.48,0.35,0.6,1.8,0.95,31,31,31,31,0.79,0.79,3.51,4.96,0.94,25.39,0.91,1,5,1.58,0.22,0.94,0.09,0,0.09,39,4,7,5,5,1,1,1,3,9.75,7.8,7.8,1.25,1.4,1,0.2,0.2,1.25,0.2,0.2,0.2,0.6,0.6,1
124.txt,5,3,1.45,4.33,0,7,39,12,24,12,53,18,31,18,0.58,0.58,0.31,0.44,1.78,0.94,39,36,37.5,36,0.74,0.72,3.79,5.36,0.92,22.32,0.77,0.89,7.11,1.89,0.26,0.7,0.03,0.03,0.06,53,7,11,8,7,0,0,1,3,7.5714,7.5714,6.625,1.1429,1.5714,1.1429,0,0,1,0,0.1429,0.125,0.4286,0.375,1
453.txt,9,5,1.25,4.09,0.0497,18,96,23,53,22,183,52,95,51,0.52,0.54,0.24,0.34,3.45,1.31,96,42,38.3,37.1,0.52,0.77,5.02,7.1,0.88,18.27,0.56,0.59,9.97,2.23,0.18,0.54,0.05,0.01,0.06,183,18,28,26,18,6,6,3,11,10.1667,10.1667,7.0385,1.4444,1.5556,1.4444,0.2308,0.3333,1,0.3333,0.1667,0.1154,0.6111,0.4231,1
63.txt,10,3,1.5,4.55,0,10,74,27,47,26,122,49,75,48,0.61,0.64,0.36,0.5,3.5,1.32,74,39,38.2,39.7,0.61,0.76,4.74,6.7,0.9,20.05,0.63,0.79,8.64,2.08,0.15,0.6,0.08,0.04,0.12,122,10,15,13,10,3,2,6,16,12.2,12.2,9.3846,1.3,1.5,1.3,0.2308,0.3,1,0.2,0.6,0.4615,1.6,1.2308,1
477.txt,9,2,1.49,4.38,0,11,67,29,46,29,124,46,75,46,0.6,0.61,0.43,0.53,5.26,1.62,67,36,34.8,33.3,0.54,0.69,4.25,6.02,0.87,16.39,0.61,0.58,6.37,1.78,0.15,0.65,0.07,0,0.07,124,11,15,14,11,2,2,3,13,11.2727,11.2727,8.8571,1.2727,1.3636,1.2727,0.1429,0.1818,1,0.1818,0.2727,0.2143,1.1818,0.9286,1
270.txt,19,4,1.49,4.6,0.008,28,165,79,120,75,276,112,163,108,0.59,0.66,0.48,0.44,8.4,2.05,165,42,42.3,41.1,0.6,0.84,7.02,9.93,0.91,26.67,0.74,0.72,22.35,3.34,0.19,0.72,0.1,0.03,0.13,275,28,47,35,28,7,7,7,26,9.8214,9.8214,7.8571,1.25,1.6786,1.25,0.2,0.25,1,0.25,0.25,0.2,0.9286,0.7429,1
442.txt,17,2,1.46,4.5,0.008,18,94,38,65,35,145,56,86,49,0.59,0.57,0.4,0.38,3.05,1.23,94,37,40.8,40.9,0.65,0.76,5.52,7.81,0.91,24.82,0.76,0.67,9.33,2.16,0.16,0.86,0.14,0.01,0.15,139,18,17,16,16,1,1,6,19,7.7222,8.6875,8.6875,0.8889,1.0625,1,0.0625,0.0625,0.8889,0.0625,0.375,0.375,1.1875,1.1875,1
142.txt,13,5,1.37,4.11,0.0849,8,51,24,36,23,123,43,69,42,0.56,0.61,0.47,0.27,1.07,0.73,51,31,29.6,27.8,0.41,0.57,3.25,4.6,0.82,11.42,0.52,0.53,4.27,1.46,0.12,0.53,0.03,0,0.03,123,8,12,11,7,5,1,4,9,15.375,17.5714,11.1818,1.375,1.7143,1.5714,0.4545,0.7143,0.875,0.1429,0.5714,0.3636,1.2857,0.8182,1
212.txt,19,4,1.34,4.14,0,30,144,51,97,51,284,90,165,90,0.58,0.55,0.35,0.32,5.68,1.69,144,45,38.2,38.7,0.51,0.76,6.04,8.54,0.88,20.41,0.59,0.63,22.74,3.37,0.22,0.53,0.07,0.01,0.08,284,30,43,37,30,7,6,9,23,9.4667,9.4667,7.6757,1.2333,1.4333,1.2333,0.1892,0.2333,1,0.2,0.3,0.2432,0.7667,0.6216,1
20.txt,10,2,1.54,4.74,0.0306,11,73,31,47,29,108,43,60,41,0.56,0.68,0.42,0.45,4.05,1.42,73,37,40.1,39.4,0.68,0.79,4.97,7.02,0.92,24.31,0.78,0.7,9.8,2.21,0.23,0.81,0.05,0,0.05,108,11,18,12,12,1,1,4,9,9.8182,9,9,1.0909,1.5,1,0.0833,0.0833,1.0909,0.0833,0.3333,0.3333,0.75,0.75,1
473.txt,3,2,1.53,4.39,0,7,36,14,24,14,49,19,29,19,0.59,0.66,0.39,0.33,0.67,0.58,36,36,36,36,0.73,0.73,3.64,5.14,0.92,21.34,0.83,0.67,2.67,1.15,0.14,0.85,0.07,0.03,0.1,49,7,8,6,7,0,0,1,7,7,7,8.1667,0.8571,1.1429,0.8571,0,0,1,0,0.1429,0.1667,1,1.1667,1
19.txt,26,4,1.39,4.46,0.0629,28,154,52,103,51,328,92,175,90,0.53,0.51,0.34,0.23,2.96,1.22,154,31,40.4,39.2,0.47,0.76,6.01,8.5,0.87,19.28,0.59,0.56,17.96,3,0.18,0.57,0.05,0.02,0.07,328,28,56,41,28,14,12,14,30,11.7143,11.7143,8,1.4643,2,1.4643,0.3415,0.5,1,0.4286,0.5,0.3415,1.0714,0.7317,1
33.txt,7,2,1.49,4.71,0.2857,8,63,27,40,23,83,35,50,29,0.6,0.58,0.43,0.56,2.78,1.18,63,42,42.2,40.3,0.76,0.84,4.89,6.92,0.94,30.76,0.8,0.78,5.44,1.65,0.14,0.77,0.08,0.04,0.12,81,8,9,9,8,1,1,3,6,10.125,10.125,9,1.125,1.125,1.125,0.1111,0.125,1,0.125,0.375,0.3333,0.75,0.6667,1
217.txt,20,3,1.42,4.39,0.0443,24,115,42,86,41,223,65,146,64,0.65,0.44,0.37,0.26,2.38,1.09,115,31,36.7,36.6,0.52,0.68,5.45,7.7,0.88,19.17,0.59,0.65,14.24,2.67,0.15,0.51,0.11,0.03,0.14,223,24,30,26,23,3,3,5,20,9.2917,9.6957,8.5769,1.0833,1.3043,1.1304,0.1154,0.1304,0.9583,0.1304,0.2174,0.1923,0.8696,0.7692,1
121.txt,17,3,1.5,4.87,0.0048,28,134,57,89,56,226,80,125,78,0.55,0.62,0.43,0.66,16.45,2.87,134,40,39.8,40.6,0.59,0.79,6.3,8.91,0.9,24.41,0.71,0.82,25.29,3.56,0.25,0.65,0.1,0.01,0.11,226,28,33,30,27,4,2,5,20,8.0714,8.3704,7.5333,1.0714,1.2222,1.1111,0.1333,0.1481,0.9643,0.0741,0.1852,0.1667,0.7407,0.6667,1
185.txt,26,3,1.56,4.58,0.0101,29,171,71,121,68,340,134,206,129,0.61,0.63,0.42,0.48,13.02,2.55,171,37,40.8,40.6,0.5,0.79,6.56,9.27,0.88,21.47,0.59,0.7,27.16,3.69,0.19,0.52,0.06,0.03,0.09,336,29,49,37,27,11,9,6,32,11.5862,12.4444,9.0811,1.2759,1.8148,1.3704,0.2973,0.4074,0.931,0.3333,0.2222,0.1622,1.1852,0.8649,1
128.txt,4,3,1.44,4.24,0.0267,8,38,19,27,19,77,32,43,32,0.56,0.74,0.5,0.29,1.14,0.76,38,29,28.3,21.4,0.49,0.58,3.06,4.33,0.84,11.6,0.63,0.43,2.57,1.13,0.14,0.79,0.05,0,0.05,77,8,9,8,8,0,0,1,9,9.625,9.625,9.625,1,1.125,1,0,0,1,0,0.125,0.125,1.125,1.125,1
207.txt,22,4,1.42,4.53,0.0078,29,141,51,93,47,276,86,160,82,0.58,0.51,0.36,0.35,6.35,1.78,141,35,38.6,36.6,0.51,0.71,6,8.49,0.88,20.43,0.58,0.67,22.67,3.37,0.21,0.53,0.06,0.01,0.07,275,30,49,37,29,8,7,4,28,9.1667,9.4828,7.4324,1.2333,1.6897,1.2759,0.2162,0.2759,0.9667,0.2414,0.1379,0.1081,0.9655,0.7568,1
454.txt,20,2,1.45,4.39,0.0108,22,119,51,79,49,210,80,121,78,0.58,0.64,0.43,0.39,4.32,1.47,119,36,38.8,35.5,0.57,0.73,5.81,8.21,0.89,21.86,0.65,0.61,10.32,2.27,0.14,0.63,0.08,0,0.08,208,22,27,25,22,3,3,6,19,9.4545,9.4545,8.32,1.1364,1.2273,1.1364,0.12,0.1364,1,0.1364,0.2727,0.24,0.8636,0.76,1
141.txt,11,3,1.49,4.51,0.088,16,89,34,59,34,136,52,80,52,0.59,0.65,0.38,0.48,4.76,1.54,89,38,40.8,38.1,0.65,0.79,5.4,7.63,0.91,24.72,0.74,0.76,12.19,2.47,0.2,0.64,0.12,0.05,0.17,136,16,22,17,16,1,1,2,11,8.5,8.5,8,1.0625,1.375,1.0625,0.0588,0.0625,1,0.0625,0.125,0.1176,0.6875,0.6471,1
433.txt,12,2,1.42,4.79,0.0349,12,74,44,60,44,101,50,74,50,0.73,0.68,0.59,0.18,0.53,0.51,74,40,41.4,38.5,0.73,0.77,5.21,7.36,0.93,29.74,0.81,0.59,5.88,1.71,0.14,0.88,0.08,0,0.08,100,12,15,13,11,3,2,9,12,8.3333,9.0909,7.6923,1.0833,1.3636,1.1818,0.2308,0.2727,0.9167,0.1818,0.8182,0.6923,1.0909,0.9231,1
165.txt,7,4,1.47,4.56,0,9,44,18,29,18,84,30,48,30,0.57,0.62,0.41,0.4,1.6,0.89,44,31,32.3,26.2,0.52,0.62,3.39,4.8,0.85,13.19,0.6,0.5,2.5,1.12,0.1,0.61,0.1,0,0.1,84,9,12,11,9,2,2,1,4,9.3333,9.3333,7.6364,1.2222,1.3333,1.2222,0.1818,0.2222,1,0.2222,0.1111,0.0909,0.4444,0.3636,1
291.txt,7,4,1.31,4.12,0,8,64,21,40,21,100,31,55,31,0.55,0.56,0.33,0.4,2.4,1.1,64,37,37.1,34.1,0.64,0.74,4.53,6.4,0.9,20.64,0.73,0.8,9.6,2.19,0.22,0.72,0.13,0,0.13,100,8,12,10,8,2,2,5,8,12.5,12.5,10,1.25,1.5,1.25,0.2,0.25,1,0.25,0.625,0.5,1,0.8,1
160.txt,13,6,1.39,4.39,0,19,75,29,50,29,151,57,94,57,0.62,0.61,0.39,0.32,2.89,1.2,75,29,34.8,33,0.5,0.69,4.32,6.1,0.86,15.62,0.53,0.5,7,1.87,0.15,0.47,0.13,0,0.13,151,19,28,24,19,5,5,2,12,7.9474,7.9474,6.2917,1.2632,1.4737,1.2632,0.2083,0.2632,1,0.2632,0.1053,0.0833,0.6316,0.5,1
399.txt,15,3,1.4,4.3,0,25,134,64,92,59,254,110,146,99,0.57,0.68,0.48,0.38,6.75,1.84,134,37,39.7,35.8,0.53,0.77,5.95,8.41,0.88,20.82,0.63,0.52,13.02,2.55,0.17,0.65,0.12,0.01,0.13,248,25,44,35,24,10,8,3,25,9.92,10.3333,7.0857,1.4,1.8333,1.4583,0.2857,0.4167,0.96,0.3333,0.125,0.0857,1.0417,0.7143,1
15.txt,8,2,1.55,4.6,0,8,85,36,55,33,119,40,63,35,0.53,0.56,0.42,0.45,4.05,1.42,85,41,41.7,42.6,0.71,0.84,5.51,7.79,0.93,29.48,0.87,0.95,18.05,3,0.3,0.81,0.1,0,0.1,115,8,20,15,10,6,5,3,8,14.375,11.5,7.6667,1.875,2,1.5,0.4,0.6,1.25,0.5,0.3,0.2,0.8,0.5333,1
135.txt,1,2,1.59,4.73,0,2,21,6,13,6,22,6,13,6,0.59,0.46,0.29,0.5,1,0.71,21,21,21,21,0.95,0.95,3.17,4.48,0.98,89.2,1,1,4,1.41,0.31,1,0.08,0,0.08,22,2,3,3,2,1,1,1,3,11,11,7.3333,1.5,1.5,1.5,0.3333,0.5,1,0.5,0.5,0.3333,1.5,1,1
91.txt,5,2,1.64,4.69,0,11,54,25,38,23,88,38,55,36,0.62,0.65,0.46,0.54,3.77,1.37,54,38,34.2,31.7,0.61,0.76,4.07,5.76,0.89,17.83,0.69,0.69,6.23,1.77,0.16,0.68,0.04,0,0.04,86,11,12,11,11,0,0,1,9,7.8182,7.8182,7.8182,1,1.0909,1,0,0,1,0,0.0909,0.0909,0.8182,0.8182,1
104.txt,1,2,1.33,4.28,0.0465,5,38,14,25,14,47,15,26,15,0.55,0.58,0.37,0.5,2.5,1.12,38,38,38,38,0.81,0.81,3.92,5.54,0.94,30.29,0.96,1,10,2.24,0.38,1,0.08,0,0.08,47,5,9,5,5,1,1,2,5,9.4,9.4,9.4,1,1.8,1,0.2,0.2,1,0.2,0.4,0.4,1,1,1
235.txt,2,2,1.57,4.93,0.0656,7,60,28,45,28,74,31,48,31,0.65,0.65,0.47,0.6,3.6,1.34,60,43,41.5,41.6,0.81,0.86,4.93,6.97,0.95,38.36,0.94,0.8,6.4,1.79,0.17,0.97,0.12,0.04,0.17,74,7,8,7,7,1,1,2,7,10.5714,10.5714,10.5714,1,1.1429,1,0.1429,0.1429,1,0.1429,0.2857,0.2857,1,1,1
116.txt,15,3,1.26,4.27,0,18,96,35,68,35,163,53,93,53,0.57,0.57,0.36,0.26,1.57,0.88,96,33,37.8,36.9,0.59,0.74,5.32,7.52,0.9,21.29,0.73,0.87,17.39,2.95,0.22,0.68,0.11,0.01,0.12,163,18,27,19,17,3,3,8,12,9.0556,9.5882,8.5789,1.0556,1.5882,1.1176,0.1579,0.1765,0.9444,0.1765,0.4706,0.4211,0.7059,0.6316,1
282.txt,17,3,1.43,4.49,0.0268,23,138,67,97,64,243,89,133,86,0.55,0.65,0.49,0.36,4.69,1.53,138,38,41.1,40.9,0.57,0.8,6.26,8.85,0.9,23.16,0.73,0.64,14.69,2.71,0.17,0.75,0.12,0.05,0.17,241,23,34,28,23,6,6,5,31,10.4783,10.4783,8.6071,1.2174,1.4783,1.2174,0.2143,0.2609,1,0.2609,0.2174,0.1786,1.3478,1.1071,1
310.txt,8,2,1.49,4.5,0.0407,15,86,39,57,38,133,53,77,52,0.58,0.68,0.45,0.72,12.96,2.55,86,35,40.1,42.1,0.65,0.78,5.27,7.46,0.91,23.82,0.74,0.92,21.16,3.25,0.3,0.65,0.09,0.01,0.1,133,15,19,17,16,2,1,2,12,8.8667,8.3125,7.8235,1.1333,1.1875,1.0625,0.1176,0.125,1.0667,0.0625,0.125,0.1176,0.75,0.7059,1
210.txt,14,3,1.54,5.08,0.0435,20,94,34,69,34,148,53,93,53,0.63,0.57,0.36,0.29,2.04,1.01,94,39,40.9,37.9,0.64,0.77,5.46,7.73,0.91,23.89,0.74,0.75,13.5,2.6,0.19,0.72,0.09,0.02,0.11,148,20,22,15,19,0,0,4,16,7.4,7.7895,9.8667,0.75,1.1579,0.7895,0,0,0.95,0,0.2105,0.2667,0.8421,1.0667,1
105.txt,9,3,1.46,4.36,0,11,57,26,43,26,125,34,75,34,0.6,0.45,0.46,0.42,3.37,1.3,57,35,30.1,28.6,0.46,0.6,3.6,5.1,0.84,12.89,0.57,0.58,6.37,1.78,0.15,0.64,0.05,0.01,0.07,125,11,17,11,10,2,2,2,16,11.3636,12.5,11.3636,1,1.7,1.1,0.1818,0.2,0.9091,0.2,0.2,0.1818,1.6,1.4545,1
247.txt,19,4,1.46,4.41,0,24,125,56,89,54,250,102,148,100,0.59,0.68,0.45,0.35,6.02,1.74,125,37,36,33.5,0.5,0.73,5.59,7.91,0.87,19.1,0.6,0.65,20.02,3.16,0.21,0.55,0.04,0.03,0.07,248,24,37,29,24,5,4,4,24,10.3333,10.3333,8.5517,1.2083,1.5417,1.2083,0.1724,0.2083,1,0.1667,0.1667,0.1379,1,0.8276,1
411.txt,2,2,1.43,4.29,0.0127,8,66,21,43,21,81,23,46,23,0.57,0.5,0.32,0.44,3.06,1.24,66,41,42.8,40.7,0.81,0.82,5.19,7.33,0.95,40.95,0.93,0.88,12.25,2.47,0.3,0.96,0.07,0,0.07,81,8,13,9,8,1,1,1,6,10.125,10.125,9,1.125,1.625,1.125,0.1111,0.125,1,0.125,0.125,0.1111,0.75,0.6667,1
279.txt,24,3,1.41,4.39,0.0377,30,166,79,115,75,289,115,164,111,0.57,0.68,0.48,0.49,11.26,2.37,166,37,42.8,41.3,0.57,0.8,6.9,9.76,0.9,25.15,0.7,0.7,23.17,3.4,0.2,0.68,0.09,0.04,0.13,285,30,40,34,30,4,4,5,29,9.5,9.5,8.3824,1.1333,1.3333,1.1333,0.1176,0.1333,1,0.1333,0.1667,0.1471,0.9667,0.8529,1
468.txt,15,3,1.41,4.15,0.0857,21,103,39,71,39,191,70,109,70,0.57,0.64,0.38,0.34,4.11,1.43,103,38,36,33.8,0.54,0.68,5.27,7.45,0.88,19.4,0.65,0.51,9.26,2.15,0.17,0.72,0.08,0.01,0.09,191,21,29,26,22,4,4,3,20,9.0952,8.6818,7.3462,1.2381,1.3182,1.1818,0.1538,0.1818,1.0476,0.1818,0.1364,0.1154,0.9091,0.7692,1
118.txt,8,4,1.44,4.98,0,11,52,23,35,22,99,45,66,43,0.67,0.65,0.44,0.41,2.88,1.2,52,36,32.1,30.6,0.53,0.72,3.7,5.23,0.86,14.24,0.53,0.59,5.88,1.71,0.15,0.49,0.06,0,0.06,99,11,14,12,11,1,1,3,8,9,9,8.25,1.0909,1.2727,1.0909,0.0833,0.0909,1,0.0909,0.2727,0.25,0.7273,0.6667,1
2.txt,17,3,1.5,4.39,0.0042,27,154,75,112,70,267,118,161,111,0.6,0.69,0.49,0.48,11.02,2.35,154,28,42.1,40.9,0.58,0.75,6.66,9.42,0.9,24.64,0.7,0.77,28.52,3.78,0.23,0.63,0.05,0.02,0.07,265,27,44,38,25,15,10,5,26,9.8148,10.6,6.9737,1.4074,1.76,1.52,0.3947,0.6,0.9259,0.4,0.2,0.1316,1.04,0.6842,1
127.txt,24,4,1.44,4.58,0.0752,29,160,69,110,66,298,111,168,108,0.56,0.64,0.43,0.49,12.75,2.53,160,39,41.5,37.8,0.54,0.75,6.55,9.27,0.89,22.67,0.65,0.79,33.28,4.08,0.25,0.53,0.08,0.02,0.1,298,29,45,42,29,13,12,9,27,10.2759,10.2759,7.0952,1.4483,1.5517,1.4483,0.3095,0.4483,1,0.4138,0.3103,0.2143,0.931,0.6429,1
215.txt,1,2,1.53,4.75,0,4,31,10,18,10,34,11,19,11,0.56,0.58,0.32,0.43,1.29,0.8,31,31,31,31,0.91,0.91,3.76,5.32,0.97,58.46,0.95,0.86,5.14,1.6,0.32,1,0.21,0,0.21,34,4,7,7,4,3,2,2,1,8.5,8.5,4.8571,1.75,1.75,1.75,0.4286,0.75,1,0.5,0.5,0.2857,0.25,0.1429,1
151.txt,3,2,1.6,4.79,0,5,33,15,24,15,45,18,29,18,0.64,0.62,0.45,0.6,1.8,0.95,33,33,33,33,0.73,0.73,3.48,4.92,0.92,20.29,0.83,0.8,3.2,1.26,0.14,0.83,0.03,0,0.03,45,5,6,5,5,0,0,1,6,9,9,9,1,1.2,1,0,0,1,0,0.2,0.2,1.2,1.2,1
441.txt,5,2,1.4,4.15,0,4,40,10,24,10,49,12,26,12,0.53,0.46,0.25,0.29,0.57,0.53,40,40,40,40,0.82,0.82,4.04,5.71,0.95,32.41,0.92,1,7,1.87,0.27,0.86,0.08,0.12,0.19,49,4,8,4,4,1,1,2,2,12.25,12.25,12.25,1,2,1,0.25,0.25,1,0.25,0.5,0.5,0.5,0.5,1
9.txt,11,3,1.32,3.97,0,18,103,38,66,38,174,51,90,51,0.52,0.57,0.37,0.41,6.56,1.81,103,40,39.9,37.6,0.59,0.75,5.52,7.81,0.9,22.05,0.73,0.74,21.56,3.28,0.32,0.7,0.07,0,0.07,174,18,33,20,18,4,4,3,19,9.6667,9.6667,8.7,1.1111,1.8333,1.1111,0.2,0.2222,1,0.2222,0.1667,0.15,1.0556,0.95,1
80.txt,11,3,1.49,4.4,0,15,105,45,74,44,188,62,102,61,0.54,0.6,0.43,0.53,9.53,2.18,105,38,39.1,38.2,0.56,0.78,5.41,7.66,0.89,20.44,0.73,0.68,15.56,2.79,0.23,0.71,0.05,0.04,0.09,188,15,30,23,16,7,6,5,13,12.5333,11.75,8.1739,1.5333,1.875,1.4375,0.3043,0.4375,1.0667,0.375,0.3125,0.2174,0.8125,0.5652,1
403.txt,4,2,1.46,4.45,0,7,50,15,30,14,67,21,37,19,0.55,0.51,0.3,0.43,1.29,0.8,50,36,39.9,37,0.75,0.72,4.32,6.11,0.93,26.23,0.81,0.86,5.14,1.6,0.16,0.81,0.05,0.03,0.08,67,7,8,5,7,0,0,2,4,9.5714,9.5714,13.4,0.7143,1.1429,0.7143,0,0,1,0,0.2857,0.4,0.5714,0.8,1
406.txt,4,2,1.64,4.81,0,7,36,10,27,10,53,15,34,15,0.64,0.44,0.28,0.4,0.8,0.63,36,33,34.4,33.8,0.68,0.66,3.5,4.94,0.9,17.7,0.79,0.8,3.2,1.26,0.12,0.76,0.09,0.03,0.12,53,7,6,5,6,0,0,1,4,7.5714,8.8333,10.6,0.7143,1,0.8333,0,0,0.8571,0,0.1667,0.2,0.6667,0.8,1
193.txt,15,3,1.42,4.4,0.0102,23,133,63,89,59,220,102,132,98,0.6,0.74,0.47,0.47,10.3,2.27,133,39,40.2,37.4,0.6,0.76,6.34,8.97,0.91,25.1,0.67,0.64,19.15,3.09,0.23,0.7,0.11,0.02,0.12,218,23,33,29,23,6,6,1,23,9.4783,9.4783,7.5172,1.2609,1.4348,1.2609,0.2069,0.2609,1,0.2609,0.0435,0.0345,1,0.7931,1
333.txt,24,2,1.28,4.04,0.0245,30,146,69,109,66,263,100,161,97,0.61,0.6,0.47,0.35,5.23,1.62,146,35,40.8,38,0.56,0.81,6.37,9,0.89,22.91,0.68,0.67,19.56,3.13,0.18,0.65,0.14,0.02,0.17,263,30,38,31,30,1,1,5,42,8.7667,8.7667,8.4839,1.0333,1.2667,1.0333,0.0323,0.0333,1,0.0333,0.1667,0.1613,1.4,1.3548,1
254.txt,4,2,1.74,5.37,0.0822,10,59,26,36,26,78,37,48,37,0.62,0.77,0.44,0.5,3,1.22,59,42,40.5,40.4,0.76,0.84,4.72,6.68,0.94,29.53,0.75,0.67,5.33,1.63,0.17,0.76,0.02,0.02,0.04,78,10,10,9,9,1,1,3,5,7.8,8.6667,8.6667,0.9,1.1111,1,0.1111,0.1111,0.9,0.1111,0.3333,0.3333,0.5556,0.5556,1
260.txt,3,2,1.45,4.66,0.2759,4,25,11,17,11,31,12,18,12,0.58,0.67,0.44,0.5,1,0.71,25,25,25,25,0.81,0.81,3.18,4.49,0.94,23.81,0.94,1,4,1.41,0.22,0.92,0,0.06,0.06,31,4,4,3,4,0,0,2,2,7.75,7.75,10.3333,0.75,1,0.75,0,0,1,0,0.5,0.6667,0.5,0.6667,1
338.txt,12,4,1.4,4.34,0.0303,12,78,29,47,28,142,50,76,49,0.54,0.64,0.37,0.46,5.04,1.59,78,37,38.1,37,0.55,0.71,4.63,6.55,0.88,17.8,0.62,0.62,9.38,2.17,0.2,0.64,0.05,0,0.05,142,12,21,18,12,5,5,5,18,11.8333,11.8333,7.8889,1.5,1.75,1.5,0.2778,0.4167,1,0.4167,0.4167,0.2778,1.5,1,1
480.txt,9,2,1.28,4.19,0,12,78,32,49,32,123,49,68,49,0.55,0.72,0.41,0.39,4.32,1.47,78,41,41.1,42.8,0.63,0.81,4.97,7.03,0.91,22.08,0.72,0.61,10.32,2.27,0.25,0.83,0.04,0,0.04,123,12,26,19,12,6,5,3,4,10.25,10.25,6.4737,1.5833,2.1667,1.5833,0.3158,0.5,1,0.4167,0.25,0.1579,0.3333,0.2105,1
265.txt,26,2,1.33,4.05,0.0082,27,153,63,109,62,275,94,152,90,0.55,0.59,0.41,0.44,9.68,2.2,153,43,39.6,37.9,0.56,0.77,6.52,9.23,0.9,23.37,0.72,0.62,19.22,3.1,0.2,0.75,0.1,0.01,0.11,275,27,44,36,27,9,9,11,33,10.1852,10.1852,7.6389,1.3333,1.6296,1.3333,0.25,0.3333,1,0.3333,0.4074,0.3056,1.2222,0.9167,1
278.txt,3,2,1.75,5.11,0,4,34,14,23,12,39,17,26,15,0.67,0.58,0.41,0.5,2.5,1.12,34,34,34,34,0.87,0.87,3.85,5.44,0.96,42.48,0.88,0.9,8.1,2.01,0.35,0.87,0.04,0,0.04,39,4,9,6,4,2,1,1,4,9.75,9.75,6.5,1.5,2.25,1.5,0.3333,0.5,1,0.25,0.25,0.1667,1,0.6667,1
