 numsyl, avgchar,awl,ld,ttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,class_y
1.63,4.83,0.0619,0.56,0.38,8.2,11.6,0.86,21.06,0.54,0.46,36.57,4.28,0.15,0.54,0.12,0.03,0.15,4
1.51,4.55,0.0828,0.55,0.65,6.04,8.54,0.92,26.49,0.78,0.86,20.57,3.21,0.25,0.73,0.1,0.02,0.12,4
1.53,4.63,0.0902,0.53,0.37,8.03,11.36,0.85,20.45,0.54,0.51,39.53,4.45,0.15,0.51,0.1,0.03,0.13,4
1.49,4.59,0.0884,0.53,0.58,5.86,8.29,0.9,22.47,0.75,0.74,19.31,3.11,0.24,0.73,0.12,0,0.12,4
1.55,4.62,0.0981,0.54,0.56,6.67,9.43,0.9,23.89,0.74,0.73,24.2,3.48,0.22,0.72,0.13,0.02,0.15,4
1.57,4.29,0.1429,0.29,0.86,1.6,2.27,0.92,10.67,1,0,0,0,0,1,0,0,0,4
1.46,4.57,0.1176,0.56,0.56,6.38,9.02,0.89,23.03,0.71,0.68,19.12,3.09,0.19,0.73,0.12,0.02,0.14,4
1.63,4.88,0.1035,0.54,0.55,7.89,11.16,0.9,26.39,0.78,0.83,37.5,4.33,0.2,0.75,0.13,0.03,0.16,4
1.46,4.47,0.1245,0.57,0.55,6.93,9.79,0.9,24.29,0.72,0.68,29.35,3.83,0.24,0.68,0.14,0.02,0.16,4
1.73,5.43,0.124,0.67,0.69,8.18,11.57,0.93,37.27,0.82,0.79,23.68,3.44,0.16,0.83,0.22,0.01,0.23,4
1.56,4.78,0.1352,0.59,0.58,7.01,9.91,0.9,25.72,0.69,0.76,19.88,3.15,0.15,0.65,0.15,0.01,0.16,4
1.52,4.51,0.1042,0.55,0.63,5.65,7.99,0.91,24.04,0.75,0.79,18.24,3.02,0.26,0.7,0.13,0.01,0.15,4
1.44,4.36,0.064,0.53,0.59,6.26,8.85,0.9,23.93,0.73,0.75,20.25,3.18,0.22,0.67,0.1,0.03,0.13,4
1.53,4.68,0.0753,0.54,0.58,7.31,10.34,0.91,26.72,0.74,0.84,38.47,4.39,0.27,0.66,0.11,0.02,0.13,4
1.56,4.72,0.0678,0.52,0.54,7.38,10.44,0.9,24.61,0.76,0.78,29.47,3.84,0.19,0.68,0.15,0.02,0.17,4
1.56,4.53,0.0982,0.52,0.53,7.16,10.13,0.89,23.89,0.76,0.74,30.95,3.93,0.22,0.73,0.13,0.04,0.17,4
1.42,4.4,0.0987,0.55,0.55,6.45,9.12,0.89,22.96,0.71,0.66,17.78,2.98,0.18,0.68,0.13,0.01,0.14,4
1.5,4.44,0.1548,0.57,0.68,4.62,6.53,0.91,22.91,0.77,0.88,12.25,2.47,0.26,0.69,0.15,0.02,0.17,4
1.49,4.45,0.1,0.54,0.61,5.91,8.36,0.91,24.23,0.8,0.86,20.57,3.21,0.24,0.73,0.17,0.02,0.19,4
1.55,4.63,0.0938,0.56,0.56,8.67,12.26,0.91,28.79,0.77,0.78,48.05,4.9,0.23,0.73,0.12,0.03,0.16,4
1.45,4.2,0.0981,0.52,0.58,6.44,9.11,0.9,24.39,0.76,0.81,24.32,3.49,0.24,0.67,0.19,0.02,0.21,4
1.61,4.67,0.0827,0.53,0.48,6.82,9.64,0.88,21.2,0.66,0.66,31.56,3.97,0.22,0.66,0.1,0.02,0.12,4
1.61,4.86,0.1302,0.53,0.38,8.14,11.51,0.86,20.97,0.55,0.58,51.77,5.09,0.19,0.5,0.06,0.02,0.09,4
1.53,4.62,0.1373,0.54,0.48,6.29,8.9,0.87,20.16,0.61,0.66,24.9,3.53,0.2,0.57,0.09,0.03,0.11,4
1.48,4.55,0.0875,0.54,0.57,6.6,9.34,0.9,23.99,0.74,0.85,29.88,3.87,0.24,0.68,0.12,0.03,0.14,4
1.64,4.92,0.1389,0.56,0.54,6.79,9.61,0.89,23.49,0.71,0.78,30.42,3.9,0.22,0.65,0.11,0.02,0.13,4
1.54,4.58,0.0993,0.54,0.61,5.62,7.95,0.9,23.31,0.79,0.84,17.64,2.97,0.23,0.76,0.12,0.02,0.14,4
1.52,4.65,0.081,0.59,0.59,6.49,9.18,0.9,24.58,0.77,0.73,23.27,3.41,0.22,0.76,0.12,0,0.12,4
1.74,5.17,0.0802,0.58,0.51,7.57,10.7,0.89,24.06,0.66,0.71,34.8,4.17,0.2,0.66,0.1,0.03,0.13,4
1.52,4.6,0.1315,0.51,0.48,7.24,10.23,0.88,22.1,0.64,0.72,36.63,4.28,0.22,0.6,0.06,0.01,0.08,4
1.58,4.77,0.1079,0.63,0.71,6.39,9.04,0.93,32.81,0.82,0.89,15.21,2.76,0.17,0.8,0.1,0,0.1,4
1.54,4.75,0.1054,0.54,0.36,5.63,7.96,0.84,16.34,0.48,0.42,17.15,2.93,0.16,0.51,0.08,0.03,0.11,4
1.58,4.85,0.0893,0.66,0.72,7.29,10.31,0.94,37.28,0.85,0.83,12.5,2.5,0.11,0.85,0.07,0,0.07,4
1.51,4.5,0.1228,0.56,0.67,5.29,7.48,0.92,25.05,0.79,0.86,15.43,2.78,0.25,0.72,0.14,0.03,0.17,4
1.49,4.49,0.1458,0.6,0.7,5.15,7.28,0.92,26.51,0.8,0.88,13.24,2.57,0.23,0.76,0.14,0,0.14,4
1.5,4.51,0.0931,0.55,0.52,5.49,7.77,0.88,19.43,0.69,0.76,22.13,3.33,0.24,0.62,0.11,0.05,0.15,4
1.54,4.55,0.1353,0.67,0.44,6.73,9.51,0.87,20.08,0.55,0.42,14.76,2.72,0.11,0.55,0.1,0.02,0.12,4
1.47,4.54,0.1345,0.57,0.61,6.7,9.47,0.91,26.25,0.76,0.79,30.08,3.88,0.27,0.73,0.14,0.04,0.18,4
1.54,4.38,0.1556,0.5,0.48,6.07,8.58,0.87,19.63,0.63,0.64,18.69,3.06,0.18,0.63,0.09,0.01,0.09,4
1.44,4.43,0.0745,0.53,0.44,8.45,11.96,0.87,22.98,0.63,0.5,33.25,4.08,0.17,0.69,0.13,0.04,0.17,4
1.53,4.5,0.0852,0.56,0.58,7.7,10.9,0.91,27.39,0.79,0.78,27.22,3.69,0.17,0.76,0.14,0.03,0.17,4
1.5,4.45,0.1484,0.56,0.66,6.24,8.82,0.92,28.05,0.82,0.86,20.57,3.21,0.24,0.79,0.13,0.01,0.14,4
1.49,4.47,0.1074,0.56,0.47,6.1,8.62,0.87,19.41,0.58,0.58,20.9,3.23,0.19,0.54,0.12,0.01,0.13,4
1.6,4.75,0.0894,0.52,0.59,6.85,9.68,0.9,25.58,0.76,0.8,28.8,3.79,0.25,0.72,0.08,0.01,0.1,4
1.61,4.73,0.1133,0.61,0.51,7.2,10.18,0.89,23.12,0.66,0.6,22.08,3.32,0.15,0.68,0.12,0.02,0.14,4
1.55,4.49,0.2113,0.56,0.45,5.05,7.15,0.86,16.67,0.55,0.71,15.61,2.79,0.16,0.48,0.07,0,0.07,4
1.47,4.33,0.0717,0.52,0.41,11.27,15.94,0.88,26.15,0.65,0.58,85.26,6.53,0.19,0.68,0.1,0.02,0.13,4
1.62,4.75,0.1059,0.59,0.69,6.62,9.36,0.93,31.86,0.8,0.84,21.81,3.3,0.24,0.76,0.12,0.04,0.16,4
1.59,4.74,0.1,0.53,0.47,7.56,10.68,0.88,22.51,0.66,0.64,36.51,4.27,0.21,0.65,0.12,0.03,0.16,4
1.59,4.74,0.1912,0.61,0.69,6.21,8.78,0.93,30.59,0.78,0.81,13.76,2.62,0.18,0.76,0.11,0.01,0.12,4
1.51,4.47,0.0928,0.5,0.34,8.18,11.56,0.85,19.96,0.53,0.53,57.4,5.36,0.18,0.49,0.09,0.02,0.1,4
1.49,4.52,0.1458,0.6,0.7,5.15,7.28,0.92,26.51,0.8,0.88,13.24,2.57,0.23,0.76,0.14,0,0.14,4
1.57,4.58,0.0872,0.57,0.64,6.71,9.48,0.92,28.16,0.8,0.8,22.4,3.35,0.22,0.78,0.11,0.01,0.12,4
1.5,4.54,0.1116,0.43,0.05,1.63,2.3,0.61,8.43,0.08,0.08,1.91,0.98,0.03,0.08,0.01,0,0.01,4
1.49,4.55,0.1128,0.55,0.48,6.64,9.39,0.88,21.04,0.63,0.64,26.27,3.62,0.2,0.61,0.1,0.01,0.11,4
1.57,4.61,0.0871,0.55,0.53,6.26,8.86,0.89,21.58,0.71,0.69,17.36,2.95,0.16,0.67,0.14,0.03,0.17,4
1.5,4.5,0.1477,0.57,0.67,4.78,6.77,0.91,23.38,0.76,0.81,10.56,2.3,0.22,0.71,0.16,0,0.16,4
1.44,4.4,0.0755,0.5,0.5,7.01,9.91,0.88,22.32,0.71,0.6,30.12,3.88,0.25,0.75,0.14,0.04,0.17,4
1.47,4.41,0.07,0.52,0.47,8.71,12.32,0.88,24.48,0.69,0.63,43.68,4.67,0.19,0.69,0.12,0.02,0.14,4
1.64,4.87,0.0976,0.55,0.25,9.41,13.31,0.83,19.89,0.37,0.38,64.98,5.7,0.11,0.4,0.07,0.01,0.08,4
1.54,4.57,0.1102,0.54,0.63,5.28,7.46,0.91,23.13,0.81,0.84,13.47,2.6,0.21,0.78,0.16,0.03,0.19,4
1.49,4.53,0.1067,0.43,0.04,1.56,2.21,0.6,8.71,0.06,0.05,1.46,0.86,0.02,0.06,0.01,0,0.01,4
1.83,5.5,0,0.43,0.5,1.32,1.87,0.74,4.36,0.5,0.5,0.5,0.5,0.17,0.5,0.17,0,0.17,4
1.59,5.36,0.0909,0.61,0.96,3.24,4.59,0.99,96.05,1,1,5,1.58,0.36,1,0.14,0,0.14,4
1.6,4.76,0.1685,0.53,0.51,5.22,7.39,0.88,18.55,0.62,0.73,13.88,2.63,0.17,0.6,0.08,0.01,0.09,4
1.52,4.51,0.0973,0.53,0.42,8.98,12.7,0.87,23.18,0.62,0.59,49.34,4.97,0.17,0.63,0.09,0.03,0.13,4
1.61,4.85,0.081,0.54,0.41,6.89,9.75,0.86,19.63,0.57,0.68,37.35,4.32,0.18,0.52,0.1,0.02,0.12,4
1.46,4.39,0.094,0.55,0.55,6.33,8.95,0.89,22.57,0.68,0.77,23.08,3.4,0.21,0.62,0.14,0.03,0.17,4
1.54,4.66,0.1209,0.58,0.53,6.65,9.41,0.89,22.65,0.69,0.62,21.02,3.24,0.19,0.7,0.15,0.01,0.16,4
1.55,4.63,0.0672,0.56,0.4,9.24,13.06,0.87,23.13,0.57,0.55,56.73,5.33,0.17,0.54,0.1,0.02,0.12,4
1.48,4.51,0.0802,0.57,0.56,6.06,8.57,0.89,22.19,0.71,0.71,21.43,3.27,0.22,0.68,0.09,0.02,0.11,4
1.63,4.91,0.1833,0.57,0.52,6.19,8.75,0.88,21.22,0.67,0.71,20.51,3.2,0.18,0.62,0.11,0.01,0.11,4
1.67,5.33,0.1346,0.71,0.68,3.68,5.21,0.9,18.58,0.76,1,2,1,0.05,0.74,0.02,0,0.02,4
1.51,4.47,0.1117,0.55,0.6,5.89,8.33,0.9,23.43,0.73,0.83,25,3.54,0.28,0.71,0.09,0.02,0.11,4
1.53,4.54,0.0601,0.54,0.55,8.43,11.92,0.9,27.43,0.75,0.75,41.81,4.57,0.22,0.74,0.11,0.01,0.11,4
1.55,4.68,0.1288,0.51,0.53,7.16,10.13,0.89,23.89,0.75,0.8,43.84,4.68,0.3,0.71,0.08,0.01,0.09,4
1.56,4.56,0.1156,0.55,0.5,6.62,9.37,0.88,21.57,0.7,0.64,19.15,3.09,0.16,0.66,0.13,0.03,0.17,4
1.46,4.33,0.1935,0.5,0.47,6,8.48,0.87,19.35,0.62,0.63,20.08,3.17,0.2,0.61,0.1,0.02,0.13,4
1.61,4.66,0.1753,0.52,0.29,7.57,10.71,0.83,18.31,0.42,0.39,32.65,4.04,0.12,0.41,0.08,0.02,0.1,4
1.52,4.67,0.1389,0.58,0.7,5.52,7.81,0.93,28.48,0.79,0.86,15.43,2.78,0.25,0.74,0.15,0,0.15,4
1.71,5.04,0.0937,0.53,0.46,6.64,9.4,0.87,20.29,0.65,0.86,47.27,4.86,0.25,0.54,0.07,0.01,0.08,4
1.62,4.71,0.2174,0.56,0.68,4.83,6.83,0.92,23.77,0.77,0.93,12.07,2.46,0.23,0.72,0.14,0,0.14,4
1.54,4.56,0.1393,0.57,0.59,6.37,9,0.9,24.32,0.73,0.82,29.45,3.84,0.27,0.67,0.13,0.01,0.13,4
1.58,4.86,0.1667,0.62,0.73,6.43,9.1,0.94,34.69,0.82,0.89,14.22,2.67,0.16,0.81,0.1,0,0.1,4
1.67,4.96,0.1714,0.59,0.54,7.09,10.02,0.89,23.95,0.68,0.69,25.35,3.56,0.18,0.63,0.16,0.03,0.19,4
1.5,4.41,0.1633,0.54,0.59,5.36,7.57,0.9,21.51,0.75,0.81,16.96,2.91,0.24,0.7,0.13,0.02,0.16,4
1.59,4.76,0.1293,0.57,0.64,5.89,8.33,0.91,25.81,0.8,0.85,19.59,3.13,0.24,0.75,0.13,0.01,0.14,4
1.42,4.4,0.1446,0.5,0.54,6.37,9.01,0.89,22.39,0.73,0.71,21.43,3.27,0.22,0.71,0.13,0.01,0.14,4
1.54,4.65,0.1048,0.58,0.62,5.24,7.42,0.9,22.29,0.73,0.83,15.7,2.8,0.23,0.66,0.12,0.01,0.13,4
1.55,4.51,0.0824,0.52,0.58,5.93,8.39,0.9,22.84,0.76,0.71,15.61,2.79,0.2,0.76,0.13,0,0.13,4
1.61,4.75,0.1054,0.57,0.57,7.67,10.85,0.91,27.05,0.79,0.77,37.16,4.31,0.24,0.74,0.14,0.05,0.2,4
1.51,4.63,0.225,0.6,0.5,6.73,9.51,0.88,21.84,0.64,0.59,21.73,3.3,0.17,0.69,0.12,0.01,0.13,4
1.5,4.5,0.0915,0.52,0.67,6.24,8.82,0.92,28.85,0.8,0.93,25.14,3.55,0.3,0.77,0.13,0.01,0.14,4
1.5,4.58,0.069,0.49,0.35,7.67,10.85,0.85,19.41,0.54,0.52,52.36,5.12,0.2,0.54,0.06,0.03,0.09,4
1.43,4.26,0.1043,0.45,0.45,5.97,8.44,0.86,18.6,0.66,0.58,26.78,3.66,0.28,0.76,0.1,0.02,0.12,4
1.5,4.69,0.0208,0.62,0.59,7.33,10.36,0.91,26.85,0.77,0.61,18.84,3.07,0.16,0.83,0.13,0.02,0.15,4
1.45,4.46,0.1098,0.59,0.6,6.02,8.51,0.9,24.06,0.75,0.71,17.86,2.99,0.21,0.76,0.16,0.03,0.19,4
1.51,4.53,0.076,0.52,0.34,8.91,12.6,0.85,20.91,0.51,0.49,54.26,5.21,0.15,0.53,0.08,0.02,0.1,4
1.56,4.66,0.1176,0.57,0.63,6.7,9.47,0.91,27.44,0.81,0.82,26.26,3.62,0.25,0.81,0.12,0.03,0.15,4
1.57,4.73,0.1302,0.58,0.61,6.31,8.93,0.91,25.48,0.79,0.78,24.02,3.47,0.25,0.79,0.13,0.01,0.14,4
1.57,4.67,0.0786,0.54,0.58,6.6,9.34,0.9,24.69,0.75,0.83,29.17,3.82,0.25,0.71,0.09,0.01,0.1,4
1.6,4.81,0.0771,0.57,0.57,8.5,12.02,0.91,28.54,0.78,0.76,41.07,4.53,0.21,0.74,0.16,0.03,0.19,4
1.49,4.56,0.1242,0.57,0.67,6.29,8.89,0.92,29.04,0.81,0.81,17.93,2.99,0.22,0.79,0.13,0.01,0.14,4
1.59,4.68,0.0857,0.54,0.41,7.39,10.46,0.86,20.43,0.56,0.58,29.07,3.81,0.14,0.54,0.08,0.01,0.09,4
1.53,4.57,0.0794,0.57,0.61,6.19,8.76,0.91,24.88,0.75,0.83,28.2,3.75,0.29,0.65,0.12,0.03,0.15,4
1.54,4.63,0.1173,0.58,0.6,6.27,8.87,0.91,24.72,0.72,0.72,22.35,3.34,0.25,0.68,0.13,0.02,0.15,4
1.6,4.79,0.1571,0.64,0.69,6.31,8.93,0.93,30.92,0.78,0.89,15.21,2.76,0.16,0.75,0.1,0,0.1,4
1.51,4.58,0.0965,0.56,0.35,9.69,13.71,0.86,22.18,0.51,0.46,54.89,5.24,0.13,0.55,0.07,0.01,0.09,4
1.48,4.37,0.0677,0.53,0.4,11.17,15.79,0.88,25.59,0.64,0.57,84.41,6.5,0.18,0.66,0.09,0.02,0.12,4
1.57,4.73,0.0698,0.55,0.55,7.2,10.18,0.9,24.64,0.71,0.73,32.27,4.02,0.23,0.66,0.15,0.01,0.16,4
1.53,4.57,0.1361,0.57,0.58,6.12,8.66,0.9,23.35,0.71,0.69,15.12,2.75,0.17,0.7,0.13,0.01,0.14,4
1.61,4.75,0.1398,0.53,0.4,4.68,6.62,0.84,14.86,0.5,0.64,14.69,2.71,0.16,0.42,0.08,0,0.08,4
1.54,4.57,0.1241,0.56,0.64,5.8,8.2,0.91,25.33,0.79,0.84,17.64,2.97,0.23,0.76,0.1,0.01,0.11,4
1.53,4.56,0.0758,0.57,0.59,6.45,9.12,0.9,24.68,0.75,0.82,23.06,3.4,0.2,0.72,0.11,0.01,0.12,4
1.66,5.04,0.0377,0.73,0.85,4.87,6.89,0.96,46.4,0.94,1,3,1.22,0.06,0.95,0.06,0,0.06,4
1.7,5.09,0.1512,0.68,0.76,7.55,10.68,0.95,43.38,0.88,0.83,16.67,2.89,0.15,0.89,0.09,0.01,0.1,4
1.5,4.43,0.1368,0.55,0.65,5.19,7.34,0.91,23.6,0.8,0.9,16.2,2.85,0.26,0.73,0.13,0.03,0.16,4
1.55,4.66,0.0935,0.57,0.34,10.25,14.5,0.86,22.75,0.51,0.4,44.64,4.72,0.11,0.54,0.12,0.01,0.13,4
1.58,4.89,0.0909,0.58,0.48,6.28,8.88,0.88,20.25,0.59,0.64,24.93,3.53,0.2,0.51,0.08,0.04,0.12,4
1.61,4.76,0.1165,0.55,0.45,7.28,10.29,0.87,21.23,0.63,0.61,27.84,3.73,0.16,0.61,0.12,0.01,0.13,4
1.4,4.19,0.0624,0.49,0.3,7.53,10.65,0.83,18.37,0.47,0.41,37.33,4.32,0.15,0.46,0.1,0.02,0.12,4
1.66,5.04,0.0833,0.56,0.59,5.95,8.41,0.9,23.48,0.79,0.85,23.76,3.45,0.25,0.77,0.1,0.02,0.12,4
1.49,4.39,0.0807,0.52,0.64,7.34,10.38,0.92,30.3,0.82,0.8,26.56,3.64,0.24,0.79,0.15,0.01,0.16,4
1.52,4.62,0.0758,0.56,0.64,6.79,9.6,0.92,28.28,0.77,0.83,24.03,3.47,0.23,0.71,0.13,0.02,0.16,4
1.62,4.81,0.1162,0.53,0.55,7.35,10.39,0.9,24.89,0.77,0.8,36.16,4.25,0.23,0.73,0.1,0.02,0.12,4
1.54,4.56,0.1379,0.56,0.54,6.56,9.27,0.89,22.82,0.7,0.68,24.45,3.5,0.22,0.68,0.09,0.01,0.1,4
1.52,4.42,0.058,0.55,0.62,7.01,9.92,0.91,27.85,0.8,0.77,25.33,3.56,0.23,0.79,0.14,0.03,0.17,4
1.55,4.58,0.0944,0.54,0.52,7.47,10.56,0.89,24.22,0.71,0.73,33.59,4.1,0.21,0.68,0.11,0.01,0.13,4
1.59,4.84,0.1011,0.6,0.52,8.23,11.64,0.9,25.71,0.67,0.66,36.45,4.27,0.19,0.66,0.12,0.02,0.14,4
1.52,4.57,0.1274,0.52,0.57,6.17,8.72,0.9,22.91,0.76,0.84,25.97,3.6,0.25,0.7,0.13,0,0.13,4
1.59,4.75,0.0307,0.56,0.42,6.4,9.05,0.86,18.78,0.52,0.52,24.54,3.5,0.18,0.5,0.08,0.01,0.09,4
1.72,5.21,0.0213,0.68,0.81,6.04,8.54,0.96,45.93,0.95,1,6,1.73,0.08,0.94,0.04,0,0.04,4
1.55,4.45,0.24,0.59,0.58,6.07,8.58,0.9,23.15,0.68,0.78,19.53,3.12,0.19,0.59,0.15,0.02,0.18,4
1.47,4.58,0.2189,0.47,0.46,5.92,8.38,0.87,18.73,0.65,0.82,30.42,3.9,0.23,0.59,0.08,0,0.08,4
1.49,4.49,0.1224,0.51,0.64,5.72,8.09,0.91,25.14,0.81,0.88,20.35,3.19,0.28,0.75,0.14,0.02,0.16,4
1.54,4.62,0.13,0.56,0.65,4.95,6.99,0.91,22.88,0.73,0.78,10.89,2.33,0.22,0.7,0.16,0,0.16,4
1.56,4.65,0.1489,0.58,0.65,6.07,8.59,0.92,27.08,0.82,0.84,17.64,2.97,0.21,0.81,0.13,0.02,0.15,4
1.71,4.98,0.1506,0.58,0.59,7.13,10.09,0.91,26.46,0.76,0.79,30.08,3.88,0.22,0.72,0.16,0.03,0.19,4
1.58,4.86,0.1295,0.55,0.48,6.98,9.87,0.88,21.77,0.66,0.69,32.49,4.03,0.21,0.62,0.09,0.03,0.12,4
1.6,4.76,0.1212,0.65,0.6,6.43,9.09,0.91,25.31,0.71,0.71,17.86,2.99,0.17,0.69,0.12,0.01,0.14,4
1.6,4.83,0.1321,0.55,0.57,6.12,8.66,0.9,22.96,0.71,0.85,24.74,3.52,0.23,0.64,0.14,0,0.14,4
1.53,4.53,0.1262,0.55,0.6,6.65,9.41,0.91,25.9,0.76,0.75,20.25,3.18,0.2,0.74,0.12,0.01,0.13,4
1.5,4.48,0.15,0.53,0.52,6.14,8.68,0.88,21.18,0.68,0.7,18.27,3.02,0.18,0.69,0.14,0.01,0.16,4
1.56,4.68,0.084,0.52,0.53,6.1,8.62,0.89,21.44,0.75,0.8,22.4,3.35,0.21,0.69,0.13,0.01,0.15,4
1.6,4.71,0.1048,0.6,0.68,5.83,8.25,0.92,28.07,0.82,0.89,14.22,2.67,0.18,0.81,0.12,0.01,0.14,4
1.73,5.19,0.1263,0.58,0.64,6.44,9.1,0.92,27.26,0.78,0.85,23.76,3.45,0.24,0.74,0.14,0.03,0.17,4
1.41,4.34,0.1444,0.52,0.53,6.48,9.16,0.89,22.16,0.69,0.66,25.78,3.59,0.25,0.73,0.08,0.03,0.11,4
1.56,4.82,0.091,0.52,0.34,7.41,10.48,0.84,18.86,0.47,0.49,41.76,4.57,0.17,0.42,0.08,0.02,0.1,4
1.6,4.71,0.2283,0.56,0.68,4.83,6.83,0.92,23.77,0.77,0.93,12.07,2.46,0.23,0.71,0.16,0,0.16,4
1.6,4.65,0.15,0.67,0.58,2.02,2.86,0.83,8.14,0.62,0.75,2.25,1.06,0.19,0.6,0.06,0,0.06,4
1.73,4.92,0.2333,0.57,0.68,4.16,5.89,0.91,20.99,0.81,1,10,2.24,0.23,0.73,0.05,0.02,0.07,4
1.5,4.49,0.0885,0.54,0.4,6.47,9.16,0.85,18.57,0.55,0.44,22.42,3.35,0.18,0.61,0.11,0.01,0.12,4
1.71,4.93,0.2342,0.56,0.47,6.78,9.59,0.87,20.89,0.64,0.63,21.41,3.27,0.15,0.63,0.13,0.01,0.14,4
1.6,4.83,0.173,0.53,0.34,6.32,8.93,0.84,17.22,0.49,0.48,27.3,3.69,0.16,0.45,0.09,0.02,0.12,4
1.44,4.28,0.0772,0.53,0.55,6.44,9.11,0.89,22.85,0.75,0.74,22.88,3.38,0.21,0.74,0.12,0.04,0.16,4
1.54,4.55,0.0818,0.53,0.42,8.05,11.38,0.87,21.78,0.59,0.65,49.82,4.99,0.2,0.54,0.13,0.02,0.14,4
1.63,4.78,0.0897,0.52,0.38,8.1,11.46,0.86,20.77,0.56,0.58,47.35,4.87,0.17,0.57,0.09,0.02,0.11,4
1.46,4.4,0.0795,0.51,0.51,6.84,9.67,0.88,22.18,0.7,0.77,35.27,4.2,0.25,0.63,0.12,0.02,0.14,4
1.48,4.44,0.0721,0.55,0.49,9.3,13.15,0.89,26.55,0.72,0.7,53.48,5.17,0.2,0.73,0.12,0.03,0.15,4
1.62,4.84,0.1656,0.54,0.63,6.01,8.5,0.91,25.64,0.81,0.81,16.96,2.91,0.21,0.8,0.12,0.02,0.14,4
1.57,4.64,0.1014,0.62,0.69,6.54,9.24,0.93,31.43,0.8,0.83,12.5,2.5,0.13,0.79,0.1,0,0.1,4
1.64,5.01,0.1084,0.59,0.52,8.57,12.11,0.9,26.44,0.69,0.64,40.5,4.5,0.2,0.71,0.07,0.01,0.08,4
1.45,4.52,0.1388,0.52,0.57,6.29,8.9,0.9,23.32,0.73,0.74,22.88,3.38,0.24,0.73,0.12,0,0.12,4
1.52,4.5,0.038,0.54,0.37,11.68,16.52,0.87,25.37,0.58,0.5,82.75,6.43,0.16,0.61,0.09,0.01,0.11,4
1.53,4.53,0.1185,0.57,0.64,5.56,7.87,0.91,24.4,0.77,0.77,15.38,2.77,0.23,0.75,0.13,0.02,0.15,4
1.51,4.47,0.1077,0.49,0.45,7.49,10.59,0.87,21.82,0.67,0.68,40.01,4.47,0.22,0.67,0.08,0,0.08,4
1.64,4.88,0.1335,0.53,0.51,7.05,9.98,0.89,22.73,0.68,0.7,32.06,4,0.22,0.65,0.1,0.02,0.12,4
1.73,5.3,0.0898,0.63,0.64,7.55,10.68,0.92,30.85,0.77,0.82,29.45,3.84,0.2,0.73,0.09,0.01,0.1,4
1.49,4.49,0.1229,0.54,0.56,6.45,9.12,0.9,23.24,0.74,0.71,25,3.54,0.24,0.74,0.09,0.03,0.12,4
1.6,4.83,0.1141,0.55,0.66,6.68,9.45,0.92,29.4,0.82,0.9,25.29,3.56,0.25,0.77,0.11,0.02,0.12,4
1.43,4.17,0.0863,0.55,0.58,6.11,8.65,0.9,23.08,0.72,0.75,18,3,0.19,0.67,0.13,0.02,0.15,4
1.49,4.45,0.1504,0.53,0.55,6.43,9.1,0.89,22.93,0.72,0.72,25.92,3.6,0.25,0.7,0.1,0.03,0.12,4
1.65,4.94,0.0698,0.53,0.41,9.26,13.09,0.87,23.38,0.62,0.61,54.25,5.21,0.16,0.62,0.1,0.02,0.11,4
1.63,4.95,0.0976,0.57,0.53,8.25,11.66,0.9,25.94,0.72,0.7,37.87,4.35,0.19,0.72,0.14,0.01,0.15,4
1.55,4.64,0.113,0.58,0.66,5.33,7.54,0.92,24.9,0.76,0.77,13.14,2.56,0.22,0.74,0.13,0,0.13,4
1.57,4.62,0.0627,0.56,0.6,7.26,10.27,0.91,27.2,0.79,0.74,23.81,3.45,0.19,0.78,0.14,0.02,0.16,4
1.39,4.35,0.0735,0.53,0.5,6.54,9.25,0.88,21.43,0.63,0.64,28.06,3.75,0.25,0.59,0.06,0.04,0.1,4
1.59,4.8,0.1559,0.51,0.36,5.4,7.64,0.83,15.91,0.5,0.51,21.01,3.24,0.18,0.46,0.09,0.01,0.1,4
1.62,4.86,0.1173,0.53,0.45,7.41,10.48,0.87,21.49,0.63,0.62,35.32,4.2,0.2,0.62,0.12,0.03,0.15,4
1.64,4.82,0.1714,0.59,0.55,6.4,9.05,0.89,22.6,0.68,0.7,21.84,3.3,0.19,0.68,0.12,0.02,0.14,4
1.54,4.59,0.1122,0.57,0.56,6.01,8.5,0.89,22.31,0.7,0.81,24.32,3.49,0.23,0.64,0.12,0.02,0.13,4
1.53,4.45,0.1558,0.51,0.37,6.18,8.74,0.84,17.39,0.5,0.53,24.82,3.52,0.16,0.47,0.07,0.02,0.09,4
1.42,4.4,0.022,0.52,0.37,7.7,10.89,0.85,20.08,0.5,0.61,44.78,4.73,0.17,0.44,0.09,0.01,0.11,4
1.46,4.51,0.0629,0.57,0.52,6.77,9.58,0.89,22.69,0.66,0.66,21.78,3.3,0.17,0.64,0.12,0.02,0.14,4
1.49,4.57,0.2055,0.57,0.58,5.32,7.53,0.89,21.12,0.75,0.88,20.35,3.19,0.24,0.68,0.16,0.01,0.17,4
1.66,5.11,0.0357,0.63,0.82,5.03,7.11,0.95,40.01,0.92,1,2,1,0.04,0.91,0.02,0,0.02,4
1.48,4.45,0.0596,0.54,0.51,8.92,12.62,0.89,26.44,0.73,0.73,48.79,4.94,0.2,0.74,0.13,0.03,0.16,4
