W,S,VP,C,T,DC,CT,CP,CN,MLS,MLT,MLC,C/S,VP/T,C/T,DC/C,DC/T,T/S,CT/T,CP/T,CP/C,CN/T,CN/C,NP/S,VP/S,PP/S,NPlen,VPlen,PPlen, numsyl, avgchar,awl,ld,ttr,cttr,rttr,logttr,uber,lv,vv1,svv1,cvv1,vv2,nv,adjv,advv, modv,class_y
163,9,17,11,9,3,3,6,17,18.1111,18.1111,14.8182,1.2222,1.8889,1.2222,0.2727,0.3333,1,0.3333,0.6667,0.5455,1.8889,1.5455,4.56,2,1.56,2.37,1.67,1,1.56,4.7,0.1528,0.64,0.69,6.4,9.05,0.93,31.37,0.81,0.89,15.21,2.76,0.16,0.81,0.11,0,0.11,4
1353,67,191,120,75,45,28,38,172,20.194,18.04,11.275,1.791,2.5467,1.6,0.375,0.6,1.1194,0.3733,0.5067,0.3167,2.2933,1.4333,6.88,2.84,2.2,1.79,1.69,1.01,1.63,4.93,0.0938,0.59,0.41,10.79,15.25,0.88,25.55,0.59,0.56,78.71,6.27,0.17,0.59,0.1,0.02,0.12,4
169,10,18,11,10,3,3,6,17,16.9,16.9,15.3636,1.1,1.8,1.1,0.2727,0.3,1,0.3,0.6,0.5455,1.7,1.5455,4.5,2,1.5,2.22,1.6,1,1.55,4.69,0.1042,0.6,0.68,6.38,9.02,0.92,29.94,0.82,0.89,15.21,2.76,0.16,0.82,0.09,0,0.09,4
224,17,32,20,17,6,5,16,17,13.1765,13.1765,11.2,1.1765,1.8824,1.1765,0.3,0.3529,1,0.2941,0.9412,0.8,1,0.85,4.18,2.29,1.24,1.85,1.46,1,1.5,4.51,0.1659,0.55,0.61,6.52,9.23,0.91,26.06,0.78,0.76,22.13,3.33,0.23,0.77,0.1,0.01,0.11,4
158,12,26,15,12,3,3,6,12,13.1667,13.1667,10.5333,1.25,2.1667,1.25,0.2,0.25,1,0.25,0.5,0.4,1,0.8,4.18,2.55,1.09,1.93,1.82,1,1.5,4.41,0.1633,0.54,0.59,5.36,7.57,0.9,21.51,0.75,0.81,16.96,2.91,0.24,0.7,0.13,0.02,0.16,4
298,18,35,24,18,8,6,8,24,16.5556,16.5556,12.4167,1.3333,1.9444,1.3333,0.3333,0.4444,1,0.3333,0.4444,0.3333,1.3333,1,5.22,1.89,2.17,1.81,1.85,1,1.62,4.91,0.147,0.51,0.53,6.55,9.26,0.89,22.51,0.74,0.8,26.56,3.64,0.22,0.67,0.1,0.03,0.12,4
414,29,60,36,34,5,6,15,48,14.2759,12.1765,11.5,1.2414,1.7647,1.0588,0.1389,0.1471,1.1724,0.1765,0.4412,0.4167,1.4118,1.3333,3.94,1.97,1.48,1.98,1.82,1,1.54,4.5,0.1796,0.6,0.45,6.61,9.35,0.87,20.15,0.61,0.5,18.5,3.04,0.15,0.63,0.16,0.02,0.19,4
201,15,27,16,14,6,5,5,16,13.4,14.3571,12.5625,1.0667,1.9286,1.1429,0.375,0.4286,0.9333,0.3571,0.3571,0.3125,1.1429,1,4.13,1.8,1.53,1.9,1.56,1,1.5,4.65,0.127,0.56,0.57,5.8,8.2,0.89,21.97,0.73,0.84,22.78,3.38,0.23,0.67,0.09,0.03,0.12,4
652,35,90,61,35,30,20,20,87,18.6286,18.6286,10.6885,1.7429,2.5714,1.7429,0.4918,0.8571,1,0.5714,0.5714,0.3279,2.4857,1.4262,6.26,2.76,2.32,1.89,1.83,1.01,1.68,4.97,0.0813,0.55,0.48,8.66,12.24,0.89,24.72,0.67,0.64,45.41,4.77,0.19,0.69,0.14,0.04,0.17,4
301,21,47,27,22,10,8,12,27,14.3333,13.6818,11.1481,1.2857,2.1364,1.2273,0.3704,0.4545,1.0476,0.3636,0.5455,0.4444,1.2273,1,4.5,2.1,1.15,1.82,1.95,1,1.5,4.51,0.1041,0.57,0.59,7.32,10.35,0.91,27.09,0.78,0.75,30.56,3.91,0.23,0.75,0.14,0.04,0.18,4
435,28,60,35,29,12,11,17,45,15.5357,15,12.4286,1.25,2.069,1.2069,0.3429,0.4138,1.0357,0.3793,0.5862,0.4857,1.5517,1.2857,4.21,2.03,1.38,2.02,1.92,1,1.55,4.6,0.1259,0.55,0.52,7.73,10.93,0.89,24.71,0.72,0.79,41.93,4.58,0.22,0.66,0.15,0.01,0.16,4
328,18,42,30,21,8,7,13,31,18.2222,15.619,10.9333,1.6667,2,1.4286,0.2667,0.381,1.1667,0.3333,0.619,0.4333,1.4762,1.0333,7.5,3.28,1.28,1.56,1.44,1.04,1.66,4.99,0.0729,0.56,0.54,7.08,10.02,0.9,24.15,0.7,0.67,22.67,3.37,0.18,0.69,0.13,0.01,0.14,4
992,61,163,109,68,41,32,25,102,16.2623,14.5882,9.1009,1.7869,2.3971,1.6029,0.3761,0.6029,1.1148,0.4706,0.3676,0.2294,1.5,0.9358,5.39,2.44,1.31,1.79,1.97,1,1.46,4.37,0.0467,0.52,0.37,8.32,11.77,0.86,20.99,0.53,0.54,57.62,5.37,0.21,0.49,0.07,0.02,0.09,4
167,12,30,18,12,9,6,5,17,13.9167,13.9167,9.2778,1.5,2.5,1.5,0.5,0.75,1,0.5,0.4167,0.2778,1.4167,0.9444,4,2.42,1.08,1.85,1.86,1,1.51,4.53,0.1076,0.56,0.65,6.06,8.56,0.92,27.13,0.83,0.88,25.48,3.57,0.3,0.79,0.1,0.03,0.14,4
629,43,100,70,42,28,19,14,59,14.6279,14.9762,8.9857,1.6279,2.381,1.6667,0.4,0.6667,0.9767,0.4524,0.3333,0.2,1.4048,0.8429,4.95,2.52,1.18,1.76,1.75,1,1.39,4.28,0.1023,0.51,0.43,7.67,10.85,0.87,21.49,0.62,0.65,47.58,4.88,0.23,0.59,0.11,0.02,0.13,4
208,13,27,18,13,8,6,7,22,16,16,11.5556,1.3846,2.0769,1.3846,0.4444,0.6154,1,0.4615,0.5385,0.3889,1.6923,1.2222,4.69,2.23,1.85,2,1.69,1,1.64,4.75,0.1061,0.56,0.58,6.04,8.54,0.9,23.26,0.75,0.76,19.88,3.15,0.22,0.73,0.11,0.03,0.14,4
175,13,26,19,14,7,8,8,16,13.4615,12.5,9.2105,1.4615,1.8571,1.3571,0.3684,0.5,1.0769,0.5714,0.5714,0.4211,1.1429,0.8421,4.08,2.31,0.62,1.96,1.63,1,1.56,4.61,0.1963,0.6,0.65,6.09,8.62,0.92,26.69,0.76,0.8,19.2,3.1,0.22,0.72,0.13,0.02,0.15,4
537,35,71,54,38,14,12,17,68,15.3429,14.1316,9.9444,1.5429,1.8684,1.4211,0.2593,0.3684,1.0857,0.3158,0.4474,0.3148,1.7895,1.2593,4.89,2.26,1.4,1.97,1.53,1,1.53,4.63,0.0742,0.54,0.37,6.14,8.69,0.84,17.44,0.48,0.4,14.24,2.67,0.12,0.51,0.11,0.01,0.12,4
465,34,69,41,31,11,8,17,55,13.6765,15,11.3415,1.2059,2.2258,1.3226,0.2683,0.3548,0.9118,0.2581,0.5484,0.4146,1.7742,1.3415,3.81,1.62,1.24,1.83,1.87,1,1.53,4.65,0.1,0.59,0.48,7.42,10.5,0.88,22.56,0.62,0.58,31.84,3.99,0.2,0.64,0.14,0.01,0.15,4
52,2,2,1,1,0,0,2,5,26,52,52,0.5,2,1,0,0,0.5,0,2,2,5,5,10.5,2.5,1,1.95,1.2,1,1.73,5.66,0.0488,0.72,0.94,4.86,6.87,0.99,117.49,0.95,1,2,1,0.05,0.94,0.03,0,0.03,4
128,11,17,10,10,3,3,7,12,11.6364,12.8,12.8,0.9091,1.7,1,0.3,0.3,0.9091,0.3,0.7,0.7,1.2,1.2,2.64,1.73,0.91,2.21,1.58,1,1.57,4.68,0.1504,0.61,0.69,5.68,8.03,0.93,28.52,0.8,0.89,14.22,2.67,0.2,0.77,0.16,0.01,0.17,4
878,51,111,91,53,35,24,20,114,17.2157,16.566,9.6484,1.7843,2.0943,1.717,0.3846,0.6604,1.0392,0.4528,0.3774,0.2198,2.1509,1.2527,5.23,2.08,1.91,1.99,1.9,1,1.59,4.78,0.0659,0.52,0.38,8.06,11.4,0.86,20.84,0.56,0.63,51.26,5.06,0.18,0.53,0.09,0.01,0.1,4
279,18,39,24,20,7,8,13,26,15.5,13.95,11.625,1.3333,1.95,1.2,0.2917,0.35,1.1111,0.4,0.65,0.5417,1.3,1.0833,4.56,2.22,1.5,1.96,1.7,1,1.54,4.54,0.1024,0.57,0.56,6.74,9.54,0.9,24.3,0.72,0.67,22.22,3.33,0.2,0.7,0.14,0.02,0.16,4
295,24,46,27,26,6,5,17,26,12.2917,11.3462,10.9259,1.125,1.7692,1.0385,0.2222,0.2308,1.0833,0.1923,0.6538,0.6296,1,0.963,3.83,2.08,0.96,1.77,1.56,1,1.49,4.68,0.0733,0.59,0.6,7.39,10.46,0.91,27.82,0.79,0.75,29.25,3.82,0.22,0.78,0.12,0.01,0.13,4
497,33,63,38,33,10,7,28,54,15.0606,15.0606,13.0789,1.1515,1.9091,1.1515,0.2632,0.303,1,0.2121,0.8485,0.7368,1.6364,1.4211,4.91,2.39,1.42,1.86,1.63,1,1.45,4.41,0.0783,0.56,0.46,7.23,10.22,0.87,21.4,0.63,0.59,30.24,3.89,0.18,0.64,0.13,0.01,0.13,4
226,15,28,19,15,5,5,13,24,15.0667,15.0667,11.8947,1.2667,1.8667,1.2667,0.2632,0.3333,1,0.3333,0.8667,0.6842,1.6,1.2632,4.19,1.63,1.5,1.9,1.85,1,1.53,4.61,0.1594,0.59,0.58,6.2,8.77,0.9,23.45,0.74,0.71,17.86,2.99,0.18,0.78,0.1,0.01,0.1,4
337,21,43,29,20,13,10,12,41,16.0476,16.85,11.6207,1.381,2.15,1.45,0.4483,0.65,0.9524,0.5,0.6,0.4138,2.05,1.4138,5.19,2.29,1.71,1.8,2,1,1.71,5.03,0.1361,0.55,0.55,7.29,10.31,0.9,25.11,0.76,0.75,28.31,3.76,0.2,0.73,0.11,0.02,0.14,4
6,1,0,1,1,0,0,0,1,6,6,6,1,0,1,0,0,1,0,0,0,1,1,3,0,1,1.67,0,1,1.8,5.4,0.6,0.8,1,1.58,2.24,1,0,1,0,0,0,0,1,0.25,0.25,0.5,4
248,18,42,28,17,14,11,7,19,13.7778,14.5882,8.8571,1.5556,2.4706,1.6471,0.5,0.8235,0.9444,0.6471,0.4118,0.25,1.1176,0.6786,4.88,2.47,1,1.82,1.69,1,1.46,4.48,0.0711,0.54,0.53,6.01,8.5,0.89,21.11,0.68,0.73,24.2,3.48,0.24,0.66,0.09,0.01,0.1,4
259,19,35,23,19,7,7,10,22,13.6316,13.6316,11.2609,1.2105,1.8421,1.2105,0.3043,0.3684,1,0.3684,0.5263,0.4348,1.1579,0.9565,4.05,2,1.47,1.91,1.87,1,1.54,4.53,0.1033,0.56,0.58,6.65,9.4,0.9,24.62,0.77,0.76,24.38,3.49,0.22,0.75,0.13,0.03,0.16,4
77,2,4,2,2,0,0,3,9,38.5,38.5,38.5,1,2,1,0,0,1,0,1.5,1.5,4.5,4.5,11.5,1.5,6,2.17,1.33,1,1.58,4.98,0.0323,0.6,0.81,5.14,7.27,0.95,40.16,1,1,4,1.41,0.08,1,0.02,0,0.02,4
158,10,19,11,10,3,3,8,14,15.8,15.8,14.3636,1.1,1.9,1.1,0.2727,0.3,1,0.3,0.8,0.7273,1.4,1.2727,4.9,2.4,1.3,1.9,1.54,1,1.61,4.84,0.1871,0.6,0.69,6.2,8.77,0.93,30.03,0.81,0.8,16,2.83,0.21,0.81,0.11,0.01,0.12,4
230,16,31,20,16,8,7,7,23,14.375,14.375,11.5,1.25,1.9375,1.25,0.4,0.5,1,0.4375,0.4375,0.35,1.4375,1.15,3.94,2.06,1.44,2,1.79,1,1.64,4.82,0.0788,0.56,0.58,6.29,8.89,0.9,23.82,0.74,0.82,25.29,3.56,0.24,0.67,0.13,0.02,0.15,4
376,19,47,27,21,8,9,11,34,19.7895,17.9048,13.9259,1.4211,2.2381,1.2857,0.2963,0.381,1.1053,0.4286,0.5238,0.4074,1.619,1.2593,7.67,3.11,2.17,1.67,1.68,1,1.57,4.74,0.0946,0.59,0.57,7.93,11.22,0.91,27.7,0.76,0.75,28.31,3.76,0.17,0.73,0.22,0.02,0.23,4
124,10,18,10,10,3,3,7,11,12.4,12.4,12.4,1,1.8,1,0.3,0.3,1,0.3,0.7,0.7,1.1,1.1,2.9,2,0.8,1.93,1.6,1,1.5,4.51,0.1429,0.6,0.7,5.56,7.87,0.93,28.14,0.81,0.89,15.21,2.76,0.22,0.76,0.13,0,0.13,4
275,22,30,18,18,4,4,18,29,12.5,15.2778,15.2778,0.8182,1.6667,1,0.2222,0.2222,0.8182,0.2222,1,1,1.6111,1.6111,3.59,1.68,1.14,1.89,1.49,1,1.53,4.68,0.0988,0.6,0.65,7.72,10.92,0.92,32.19,0.83,0.9,32.4,4.02,0.21,0.81,0.12,0.01,0.13,4
291,19,34,25,21,7,7,8,32,15.3158,13.8571,11.64,1.3158,1.619,1.1905,0.28,0.3333,1.1053,0.3333,0.381,0.32,1.5238,1.28,4.95,1.89,2.05,2,1.56,1,1.58,4.73,0.0833,0.54,0.57,6.88,9.72,0.9,24.69,0.76,0.69,18.69,3.06,0.17,0.76,0.1,0.04,0.14,4
251,20,37,19,17,8,6,9,25,12.55,14.7647,13.2105,0.95,2.1765,1.1176,0.4211,0.4706,0.85,0.3529,0.5294,0.4737,1.4706,1.3158,3.55,1.82,1.23,1.71,1.55,1,1.54,4.65,0.1217,0.56,0.58,6.53,9.23,0.9,24.23,0.76,0.74,23.81,3.45,0.22,0.79,0.13,0.01,0.14,4
236,12,27,15,12,5,5,6,31,19.6667,19.6667,15.7333,1.25,2.25,1.25,0.3333,0.4167,1,0.4167,0.5,0.4,2.5833,2.0667,6.08,2.08,2.58,1.81,1.92,1,1.58,4.57,0.1594,0.52,0.48,5.36,7.59,0.87,18.13,0.63,0.78,21.78,3.3,0.22,0.56,0.1,0,0.1,4
89,7,14,7,7,3,3,2,8,12.7143,12.7143,12.7143,1,2,1,0.4286,0.4286,1,0.4286,0.2857,0.2857,1.1429,1.1429,3,2,1,2.05,1.79,1,1.5,4.44,0.1548,0.57,0.68,4.62,6.53,0.91,22.91,0.77,0.88,12.25,2.47,0.26,0.69,0.15,0.02,0.17,4
210,15,32,16,15,5,5,3,22,14,14,13.125,1.0667,2.1333,1.0667,0.3125,0.3333,1,0.3333,0.2,0.1875,1.4667,1.375,3.44,1.94,0.81,2.15,1.87,1,1.57,4.56,0.0851,0.57,0.58,5.99,8.48,0.9,22.92,0.7,0.78,22.73,3.37,0.24,0.65,0.1,0.03,0.13,4
362,32,53,39,32,9,8,16,33,11.3125,11.3125,9.2821,1.2188,1.6562,1.2188,0.2308,0.2812,1,0.25,0.5,0.4103,1.0312,0.8462,3.66,1.88,0.75,1.82,1.53,1,1.48,4.51,0.0841,0.54,0.46,6.25,8.84,0.87,19.53,0.6,0.58,19.11,3.09,0.17,0.56,0.14,0.01,0.14,4
562,36,83,54,40,17,15,15,59,15.6111,14.05,10.4074,1.5,2.075,1.35,0.3148,0.425,1.1111,0.375,0.375,0.2778,1.475,1.0926,4.53,2.14,1.5,1.89,1.97,1,1.6,4.85,0.1412,0.56,0.51,8.65,12.23,0.9,26.23,0.7,0.7,48.58,4.93,0.22,0.7,0.11,0.03,0.13,4
441,30,63,41,29,10,8,22,49,14.7,15.2069,10.7561,1.3667,2.1724,1.4138,0.2439,0.3448,0.9667,0.2759,0.7586,0.5366,1.6897,1.1951,5.1,2,1.83,1.74,1.76,1,1.43,4.42,0.0815,0.61,0.48,7.2,10.18,0.88,22.08,0.62,0.64,33.38,4.09,0.19,0.57,0.1,0.01,0.11,4
723,44,115,74,49,28,24,15,76,16.4318,14.7551,9.7703,1.6818,2.3469,1.5102,0.3784,0.5714,1.1136,0.4898,0.3061,0.2027,1.551,1.027,5.11,2.41,1.61,1.86,1.95,1,1.51,4.42,0.0681,0.53,0.42,8.02,11.35,0.87,21.79,0.6,0.61,52.45,5.12,0.22,0.56,0.1,0.02,0.12,4
422,32,72,49,35,15,15,12,42,13.1875,12.0571,8.6122,1.5312,2.0571,1.4,0.3061,0.4286,1.0938,0.4286,0.3429,0.2449,1.2,0.8571,4.34,2.34,0.97,1.79,1.87,1,1.44,4.37,0.1161,0.56,0.4,5.87,8.29,0.85,17.47,0.52,0.55,24.7,3.51,0.19,0.48,0.08,0.01,0.09,4
270,17,38,26,21,7,6,15,24,15.8824,12.8571,10.3846,1.5294,1.8095,1.2381,0.2692,0.3333,1.2353,0.2857,0.7143,0.5769,1.1429,0.9231,4.94,2.41,1.59,1.77,1.66,1,1.66,4.91,0.0947,0.59,0.63,7.36,10.41,0.92,29.37,0.77,0.71,24.08,3.47,0.21,0.77,0.17,0.02,0.19,4
348,27,58,37,26,16,12,15,20,12.8889,13.3846,9.4054,1.3704,2.2308,1.4231,0.4324,0.6154,0.963,0.4615,0.5769,0.4054,0.7692,0.5405,4.67,2.63,0.81,1.58,1.49,1.05,1.42,4.33,0.055,0.51,0.49,6.55,9.26,0.88,21.13,0.68,0.66,31.11,3.94,0.26,0.7,0.12,0.04,0.16,4
843,40,115,79,44,36,28,32,87,21.075,19.1591,10.6709,1.975,2.6136,1.7955,0.4557,0.8182,1.1,0.6364,0.7273,0.4051,1.9773,1.1013,6.92,2.92,2.35,1.81,1.59,1,1.53,4.5,0.1043,0.52,0.37,7.64,10.81,0.85,19.87,0.56,0.57,45.39,4.76,0.18,0.49,0.1,0.01,0.11,4
500,32,87,65,34,32,21,10,39,15.625,14.7059,7.6923,2.0312,2.5588,1.9118,0.4923,0.9412,1.0625,0.6176,0.2941,0.1538,1.1471,0.6,5.28,2.63,1.19,1.54,1.94,1.03,1.44,4.41,0.0565,0.48,0.44,6.93,9.8,0.87,20.29,0.64,0.61,36.73,4.29,0.25,0.65,0.1,0.03,0.13,4
460,29,59,43,29,18,15,3,47,15.8621,15.8621,10.6977,1.4828,2.0345,1.4828,0.4186,0.6207,1,0.5172,0.1034,0.0698,1.6207,1.093,5.07,1.97,2,1.85,1.92,1,1.43,4.34,0.0386,0.5,0.46,7.06,9.98,0.87,21.23,0.63,0.8,37.44,4.33,0.2,0.53,0.11,0.02,0.13,4
113,7,15,8,7,3,3,6,10,16.1429,16.1429,14.125,1.1429,2.1429,1.1429,0.375,0.4286,1,0.4286,0.8571,0.75,1.4286,1.25,4.29,2.57,1.29,2.17,1.61,1,1.56,4.66,0.1386,0.59,0.66,5.06,7.15,0.91,23.95,0.78,0.83,12.5,2.5,0.22,0.74,0.13,0.01,0.15,4
527,32,71,57,35,23,21,16,48,16.4688,15.0571,9.2456,1.7812,2.0286,1.6286,0.4035,0.6571,1.0938,0.6,0.4571,0.2807,1.3714,0.8421,5.34,2.78,1.19,1.89,1.52,1,1.49,4.31,0.2365,0.52,0.35,5.78,8.18,0.83,16.46,0.48,0.51,21.51,3.28,0.15,0.44,0.09,0,0.1,4
488,26,65,45,27,18,12,17,48,18.7692,18.0741,10.8444,1.7308,2.4074,1.6667,0.4,0.6667,1.0385,0.4444,0.6296,0.3778,1.7778,1.0667,6.15,2.5,2.08,2.04,1.8,1,1.68,4.97,0.1024,0.54,0.46,7.16,10.12,0.87,21.25,0.65,0.81,50.88,5.04,0.24,0.56,0.08,0.02,0.1,4
791,41,109,67,48,24,22,19,103,19.2927,16.4792,11.806,1.6341,2.2708,1.3958,0.3582,0.5,1.1707,0.4583,0.3958,0.2836,2.1458,1.5373,6.47,2.67,2,1.67,1.68,1.02,1.56,4.76,0.0807,0.52,0.4,8.08,11.43,0.86,21.35,0.6,0.6,49.08,4.95,0.2,0.55,0.09,0.02,0.11,4
347,18,56,41,21,21,10,13,34,19.2778,16.5238,8.4634,2.2778,2.6667,1.9524,0.5122,1,1.1667,0.4762,0.619,0.3171,1.619,0.8293,6.44,3.22,1.78,1.77,1.76,1.03,1.44,4.27,0.0605,0.52,0.55,7.3,10.33,0.9,24.97,0.76,0.66,29.78,3.86,0.24,0.78,0.12,0.04,0.17,4
89,7,14,7,7,3,3,2,8,12.7143,12.7143,12.7143,1,2,1,0.4286,0.4286,1,0.4286,0.2857,0.2857,1.1429,1.1429,3,2,1,2.05,1.79,1,1.5,4.44,0.1548,0.57,0.68,4.62,6.53,0.91,22.91,0.77,0.88,12.25,2.47,0.26,0.69,0.15,0.02,0.17,4
311,21,49,34,21,13,11,6,27,14.8095,14.8095,9.1471,1.619,2.3333,1.619,0.3824,0.619,1,0.5238,0.2857,0.1765,1.2857,0.7941,4.62,2.38,1.38,1.85,2,1,1.67,4.96,0.108,0.61,0.56,7.05,9.97,0.9,24.93,0.7,0.67,29.33,3.83,0.23,0.68,0.12,0.03,0.16,4
37,1,4,0,0,0,0,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,3,1.82,2.14,1,1.63,4.33,0.1333,0.53,0.5,2.12,3,0.81,8.05,0.63,0.57,2.29,1.07,0.21,0.67,0,0.11,0.11,4
228,21,25,19,14,5,5,16,35,10.8571,16.2857,12,0.9048,1.7857,1.3571,0.2632,0.3571,0.6667,0.3571,1.1429,0.8421,2.5,1.8421,2.52,0.86,0.66,1.93,1.76,1,1.49,4.42,0.2634,0.56,0.55,5.94,8.4,0.89,21.66,0.7,0.83,16.67,2.89,0.16,0.66,0.13,0.01,0.14,4
1866,78,283,104,78,27,27,24,129,23.9231,23.9231,17.9423,1.3333,3.6282,1.3333,0.2596,0.3462,1,0.3462,0.3077,0.2308,1.6538,1.2404,7.64,4.01,2.28,1.95,2.26,1,1.49,4.51,0.1143,0.44,0.06,1.91,2.7,0.63,8.9,0.1,0.08,1.95,0.99,0.03,0.11,0.01,0,0.01,4
424,26,62,40,29,15,12,13,45,16.3077,14.6207,10.6,1.5385,2.1379,1.3793,0.375,0.5172,1.1154,0.4138,0.4483,0.325,1.5517,1.125,4.42,2.15,1.54,2.07,1.98,1.02,1.6,4.72,0.1053,0.55,0.48,7.08,10.01,0.88,21.95,0.67,0.69,31.58,3.97,0.19,0.63,0.1,0.03,0.13,4
237,15,33,23,17,8,8,11,18,15.8,13.9412,10.3043,1.5333,1.9412,1.3529,0.3478,0.4706,1.1333,0.4706,0.6471,0.4783,1.0588,0.7826,4.19,2.06,1.31,2.1,1.85,1,1.53,4.51,0.0986,0.57,0.64,7.03,9.94,0.92,29.14,0.8,0.82,27.23,3.69,0.24,0.78,0.09,0.03,0.12,4
255,15,37,25,15,12,9,10,26,17,17,10.2,1.6667,2.4667,1.6667,0.48,0.8,1,0.6,0.6667,0.4,1.7333,1.04,4.73,2.27,1.47,1.97,1.97,1,1.61,4.85,0.1167,0.55,0.58,6.61,9.35,0.9,24.57,0.73,0.78,27.22,3.69,0.24,0.69,0.12,0.03,0.15,4
145,7,19,10,7,4,4,5,14,20.7143,20.7143,14.5,1.4286,2.7143,1.4286,0.4,0.5714,1,0.5714,0.7143,0.5,2,1.4,6.29,3.14,1.29,2.48,1.5,1,1.6,4.81,0.121,0.58,0.53,4.63,6.55,0.87,17.28,0.6,0.79,11.84,2.43,0.17,0.52,0.11,0,0.11,4
352,26,49,37,26,10,9,13,42,13.5385,13.5385,9.5135,1.4231,1.8846,1.4231,0.2703,0.3846,1,0.3462,0.5,0.3514,1.6154,1.1351,4.27,2.15,0.73,1.89,1.75,1,1.65,4.8,0.1463,0.57,0.44,5.87,8.3,0.86,18.18,0.53,0.49,16.25,2.85,0.16,0.54,0.1,0.02,0.12,4
230,10,29,19,10,11,5,9,27,23,23,12.1053,1.9,2.9,1.9,0.5789,1.1,1,0.5,0.9,0.4737,2.7,1.4211,6.6,2.9,2.9,1.94,2.17,1,1.74,5.11,0.1174,0.57,0.59,6.4,9.05,0.9,24.49,0.74,0.74,18.38,3.03,0.19,0.73,0.13,0.04,0.17,4
437,30,59,41,31,13,12,11,40,14.5667,14.0968,10.6585,1.3667,1.9032,1.3226,0.3171,0.4194,1.0333,0.3871,0.3548,0.2683,1.2903,0.9756,4.33,2.03,1.23,1.89,2.1,1,1.59,4.8,0.047,0.56,0.43,6.47,9.15,0.86,19.24,0.57,0.6,23.88,3.46,0.16,0.5,0.12,0.03,0.14,4
451,32,60,46,35,13,14,9,68,14.0938,12.8857,9.8043,1.4375,1.7143,1.3143,0.2826,0.3714,1.0938,0.4,0.2571,0.1957,1.9429,1.4783,4.27,1.7,1.82,2.2,1.7,1.02,1.7,5,0.109,0.58,0.44,6.7,9.48,0.87,19.96,0.58,0.57,23.84,3.45,0.16,0.57,0.12,0.03,0.15,4
924,56,121,90,60,26,21,30,102,16.5,15.4,10.2667,1.6071,2.0167,1.5,0.2889,0.4333,1.0714,0.35,0.5,0.3333,1.7,1.1333,5.29,2.18,1.57,1.84,1.9,1,1.66,4.97,0.1488,0.54,0.4,8.63,12.2,0.87,22.14,0.58,0.57,51.1,5.05,0.18,0.59,0.08,0.02,0.1,4
242,13,31,19,13,8,6,13,26,18.6154,18.6154,12.7368,1.4615,2.3846,1.4615,0.4211,0.6154,1,0.4615,1,0.6842,2,1.3684,5.92,2.92,1.69,1.96,1.61,1,1.5,4.55,0.0841,0.58,0.62,7.01,9.91,0.91,28.05,0.76,0.78,21.78,3.3,0.19,0.74,0.12,0.01,0.14,4
448,30,71,45,31,17,12,16,44,14.9333,14.4516,9.9556,1.5,2.2903,1.4516,0.3778,0.5484,1.0333,0.3871,0.5161,0.3556,1.4194,0.9778,4.53,2.23,1.03,1.75,2.01,1.06,1.68,4.9,0.0474,0.52,0.38,5.75,8.13,0.84,16.84,0.5,0.47,17.33,2.94,0.15,0.5,0.1,0.03,0.12,4
174,10,20,11,8,5,4,9,15,17.4,21.75,15.8182,1.1,2.5,1.375,0.4545,0.625,0.8,0.5,1.125,0.8182,1.875,1.3636,5.3,2.8,1.7,1.92,1.57,1,1.59,4.69,0.1753,0.58,0.67,6.27,8.87,0.92,28.7,0.82,0.88,19.36,3.11,0.22,0.81,0.1,0.01,0.11,4
1143,85,178,130,99,40,33,38,99,13.4471,11.5455,8.7923,1.5294,1.798,1.3131,0.3077,0.404,1.1647,0.3333,0.3838,0.2923,1,0.7615,4.82,2.27,1.06,1.66,1.74,1.01,1.39,4.16,0.0551,0.48,0.3,7.21,10.19,0.83,17.91,0.46,0.41,34.27,4.14,0.15,0.45,0.1,0.02,0.12,4
266,20,41,27,20,9,7,7,32,13.3,13.3,9.8519,1.35,2.05,1.35,0.3333,0.45,1,0.35,0.35,0.2593,1.6,1.1852,3.8,1.95,1.25,2.07,2.05,1,1.52,4.6,0.126,0.57,0.59,6.8,9.62,0.9,25.4,0.75,0.69,24.02,3.47,0.23,0.75,0.12,0.03,0.15,4
420,19,55,37,21,18,9,19,44,22.1053,20,11.3514,1.9474,2.619,1.7619,0.4865,0.8571,1.1053,0.4286,0.9048,0.5135,2.0952,1.1892,7,3.32,2.32,1.96,1.57,1,1.65,4.85,0.1414,0.57,0.55,8.07,11.41,0.9,26.78,0.72,0.73,38.08,4.36,0.21,0.67,0.13,0.02,0.15,4
359,28,65,46,30,17,13,9,24,12.8214,11.9667,7.8043,1.6429,2.1667,1.5333,0.3696,0.5667,1.0714,0.4333,0.3,0.1957,0.8,0.5217,3.89,2.25,0.43,1.57,2.16,1,1.43,4.48,0.1161,0.53,0.44,5.93,8.38,0.86,18.29,0.56,0.47,18.05,3,0.19,0.6,0.09,0.03,0.12,4
208,13,28,17,15,7,6,6,21,16,13.8667,12.2353,1.3077,1.8667,1.1333,0.4118,0.4667,1.1538,0.4,0.4,0.3529,1.4,1.2353,5.33,2.67,1.33,2.03,1.63,1,1.55,4.58,0.1176,0.57,0.58,6.07,8.59,0.9,23.02,0.7,0.69,13.79,2.63,0.16,0.67,0.12,0.01,0.13,4
